Genes,Interactors,Norm_Symbol
CREBZF,"['VWA5A', 'BACH1', 'RALBP1']",CREBZF
SH3GL3,"['ARHGAP8', 'SH3GL1', 'SH3GL2', 'NCF1']",SH3GL3
TSN,"['STRAP', 'TSNAX']",TSN
TDRD7,"['CDK17', 'FAM64A', 'GABPB1']",TDRD7
GNRH1,"['MTX1', 'HSPA5', 'TMEM85', 'TRIM68', 'COX4NB', 'TMEM111', 'C7orf30']",GNRH1
CUL5,"['SOCS7', 'LRRC41', 'RAB40A', 'SOCS5', 'FEM1B', 'FEM1C', 'KLHDC2', 'ASB9', 'SOCS6', 'ASB3', 'RNF187', 'NEDD8', 'RAB40B', 'NOSIP', 'TULP4', 'PCMTD1', 'SPSB2', 'ASB13', 'WSB1', 'CAND1', 'SPSB4', 'FEM1A', 'SPSB3', 'SOCS2', 'CISH', 'LRRC28', 'WSB2', 'METAP2', 'ASB6', 'ASB1', 'PCMTD2', 'ASB2', 'RAB40AL', 'TCEB1', 'RAB40C', 'SOCS4', 'ASB7', 'KLHDC3', 'LRRC58', 'RNF7', 'ASB8', 'TOP2B']",CUL5
CTSS,['IRF2'],CTSS
PARD6B,"['PRKCI', 'PRKCZ', 'WWC1', 'PTPN14', 'LLGL1', 'RHOJ', 'HECTD3', 'PARD3', 'PTPN21', 'ARL10', 'LLGL2', 'ZZEF1', 'KBTBD7']",PARD6B
DHX30,"['RPL18', 'RPS14', 'RBM34', 'CNBP', 'ZNF71', 'HNRNPA1', 'GLTSCR2', 'LTF', 'WDR46', 'RRP8', 'STUB1', 'GPATCH4', 'MCMBP', 'RRS1', 'RPL37A', 'FGF8', 'ILF2', 'RPL30', 'PPAN', 'ZNF2', 'PRR11', 'ZFC3H1', 'PDGFB', 'HIST1H1A', 'RPL18A', 'SART3', 'CPNE4', 'DGCR8', 'GSPT2', 'ZC3HAV1', 'ZNF324B', 'FGF3', 'CDX1', 'HIST1H1E']",DHX30
TBC1D24,"['FGB', 'TMEM185A', 'S1PR4', 'SLC6A5', 'TLR1', 'NTRK3', 'TNFAIP3', 'NFKBIA', 'ACBD7']",TBC1D24
MAD2L1BP,"['ZSCAN29', 'TSC22D4', 'INPP5K', 'WIBG', 'LBR', 'CDC20', 'TOR1AIP1', 'NTF3', 'RIT1']",MAD2L1BP
RBM25,"['NKAP', 'RGS9', 'SLC30A4', 'JMJD6', 'ZC3H18', 'C16orf80', 'PRPF40B']",RBM25
NRIP3,"['PSMG2', 'DDI1', 'DDI2']",NRIP3
PPP5C,"['RAB41', 'POLD2', 'BPHL']",PPP5C
TCOF1,"['ARRB1', 'CAMKV', 'DENND2D', 'PIP4K2A']",TCOF1
LETM1,"['CYP1A1', 'HSD3B2', 'FGB', 'MRPS11', 'SNRNP27', 'RNF19B', 'LYPD4', 'USP47', 'PCDHGB4', 'ATP6V0D1']",LETM1
STAU1,"['STAU2', 'FTSJ3', 'RPS14', 'RBM34', 'CNBP', 'PPAN-P2RY11', 'C16orf88', 'RPL8', 'RPL26L1', 'RPL14', 'KIAA0020', 'RALY', 'GLYR1', 'NOL12', 'TARBP2', 'WDR46', 'RRP8', 'FBXO11', 'MAGEB10', 'GPATCH4', 'RBM4B', 'UPF1', 'RRS1', 'RPL37A', 'DKC1', 'RPL30', 'NMNAT1', 'PLEKHO1', 'PPAN', 'PRR11', 'RBM28', 'HIST1H1A', 'RPL18A', 'BAAT', 'CPNE4', 'PRKRA', 'BRIX1', 'ELAVL4', 'ZNF512', 'ZC3HAV1', 'DDX31', 'HIST1H1E']",STAU1
ZWILCH,"['OPRM1', 'TMEM206', 'C12orf49', 'IQCF1']",ZWILCH
RAB3GAP2,"['VAPB', 'SIRT2']",RAB3GAP2
PMS1,"['AHNAK', 'PSMC3', 'VAMP3', 'GNG5', 'SNX21', 'PYGB', 'HIST1H1D', 'HRAS', 'BBS7', 'PAG1']",PMS1
CATSPER4,"['POTEF', 'TRAF4', 'CCDC101', 'SLMAP']",CATSPER4
FLYWCH2,"['TBC1D23', 'HSPA8', 'BAG4', 'WDR54', 'TBC1D22A', 'SPATA1', 'PSMC3', 'MAPK14', 'BCAT1', 'GRN', 'HDAC7', 'SEC13', 'RXRB', 'PSME3', 'SLX1A', 'BPGM', 'PPARG', 'PCDHB11', 'HSPBP1', 'SELENBP1']",FLYWCH2
NFKBIA,"['NFKB2', 'PLS1', 'HIF1AN', 'TBC1D24', 'GNPNAT1', 'MCTS1', 'REL', 'NFKB1', 'POLRMT', 'GNG5', 'FBXW11', 'NME2P1', 'SCRN2', 'TCEA1', 'CHUK', 'SPECC1L', 'RHOA', 'RELA', 'TBCE', 'ANKRD27', 'C6orf211', 'DENR', 'AIDA', 'PPP1R9A', 'POLR2A', 'OGDHL', 'NFKBIB', 'SRC', 'CCDC99', 'CUEDC1', 'PRTFDC1', 'RELB']",NFKBIA
CLRN3,['NME2P1'],CLRN3
PDPR,"['RARS2', 'TSC22D4', 'TRMT1', 'BPNT1', 'ATP5F1', 'GATC', 'TSPYL6', 'NDUFS7', 'ACSM5', 'ARHGEF26', 'DKKL1', 'SDHB', 'PSG8', 'PCMT1', 'NIT1']",PDPR
CBLC,"['WASF1', 'GAK', 'CYFIP1', 'C3orf10', 'LPP', 'ABI2', 'WASF2', 'ZNHIT2', 'CYFIP2', 'NCKAP1', 'C20orf72']",CBLC
GGT1,['GGT2'],GGT1
S100A10,"['ANXA2', 'UQCRB', 'TNFRSF10A']",S100A10
USP11,"['VGLL4', 'TCEAL1', 'TRUB1', 'C14orf179', 'MIER2']",USP11
FBXO16,['CETN1'],FBXO16
FBXO5,"['ANAPC13', 'CDC27', 'FZR1', 'BTRC']",FBXO5
C14orf101,"['MYH3', 'MYH7', 'CYP2C18', 'MYH1', 'MYLK2', 'MYH4']",C14orf101
MRE11A,"['C9orf25', 'SCG3', 'CELA2B', 'BMP1', 'RGS20']",MRE11A
RPE,"['APOD', 'CLU']",RPE
SETD7,['ARIH1'],SETD7
CYP2C19,['CYP2C9'],CYP2C19
PITX2,"['AHCYL1', 'AHCYL2', 'IER2', 'LRRC46']",PITX2
THAP1,"['DCTN3', 'GAPDHS']",THAP1
UCHL3,"['ZMYM6', 'CLPB']",UCHL3
POMC,"['UBR4', 'AMD1', 'KLHL15', 'TTL', 'TSPAN11', 'E2F4']",POMC
GK3P,['GK'],GK3P
LHX1,"['SSBP4', 'SSBP3']",LHX1
FBXW5,"['DEFB1', 'SRFBP1', 'NEFM', 'NDEL1', 'ODF3L2', 'WDR20', 'ZNRF1', 'ZNF704', 'HSPB9', 'TSNAXIP1']",FBXW5
RRP12,"['MKI67IP', 'RPS14', 'FMR1NB', 'RPS2', 'HIST1H1T', 'WDR5B', 'RRP8', 'TNFRSF1A', 'CHCHD10', 'GPATCH4', 'TNFRSF13B', 'BYSL', 'FGF8', 'TSR1', 'PRR11', 'RPL7', 'PDGFB', 'HIST1H1A', 'SART3', 'SCN3B', 'ZNF324B', 'FGF3', 'HIST1H1E']",RRP12
SAP130,"['MXD3', 'HDAC1', 'PRDM5', 'ZNF704', 'FAM60A', 'RBBP7', 'MXD1', 'ING2', 'PHF23']",SAP130
GOLGA7,"['HAVCR2', 'TSPAN3', 'MFSD4', 'SLC1A1', 'GYPA', 'CLDND1']",GOLGA7
RAB10,['GDI1'],RAB10
UCP1,['NME2P1'],UCP1
TMOD2,"['SLC25A41', 'RRM2B', 'DBN1', 'AVIL', 'SSH1', 'PLEKHG6', 'LSP1', 'SCIN', 'GSN', 'MYO6', 'RBM18']",TMOD2
CEP192,"['GMNN', 'HOMER3', 'CARD8', 'FEZ1', 'DCTPP1', 'AURKA', 'SIL1']",CEP192
APOM,"['USP16', 'CNTNAP3', 'SEC11C', 'LOC100507680', 'CT45A2', 'CDYL']",APOM
TUBB2A,"['EML4', 'TUBB4Q', 'CCT2', 'GFER', 'C1orf85', 'TPSB2', 'CCT6B', 'TUBB', 'EML1', 'ARL2', 'LAMP3', 'TTC5', 'EML2', 'TBCD', 'CCT6A', 'LRP1', 'FAS', 'TUBB3']",TUBB2A
PLEKHA5,"['IL17RA', 'C6orf72', 'SSSCA1']",PLEKHA5
TXNL4A,"['CD2BP2', 'TSSC4', 'SNRPF', 'SNRPN', 'PRPF6', 'SNRPG', 'SNRNP40', 'DDX23', 'PRPF3']",TXNL4A
CTBP2,"['IKZF1', 'CTBP1', 'ZBTB42', 'MRPS7', 'IGFBP1', 'LCOR']",CTBP2
PRKAG3,"['PRKAA2', 'PRKAA1', 'PRKAB2', 'PRKAB1', 'CLTCL1', 'PFDN1']",PRKAG3
DNAJA1,"['OSBPL11', 'OSBPL9', 'ENDOG', 'HERC2']",DNAJA1
ASTN2,['CCT4'],ASTN2
TRPS1,"['CTBP1', 'UXT', 'CDC16', 'P4HA3', 'IL17RA']",TRPS1
AVP,"['NAGLU', 'VHL', 'FNTB', 'CDKN2C', 'CHST3', 'ATE1', 'B4GALT6', 'B4GALT5', 'GALNTL4', 'BDH2', 'ARSB', 'GEMIN6', 'NIF3L1', 'MICA', 'HTRA1', 'ST3GAL4', 'CUL2', 'C20orf7']",AVP
SLC27A3,"['LIMD1', 'HSPA8', 'ADAM33', 'KIR3DL2', 'ACCN2', 'TMPRSS3', 'ATP5B', 'HSPA1B', 'ATP5D', 'ZNRF4', 'RCCD1', 'CHRND', 'ATP8', 'HSPA4', 'SPINT2', 'STUB1', 'LRFN4', 'BAG3', 'FAM189B']",SLC27A3
NOMO3,"['TPCN2', 'FPR2']",NOMO3
KCNAB1,['KCNAB2'],KCNAB1
P2RX1,"['GOLPH3', 'FDFT1', 'ATE1', 'SGPL1', 'TMED8', 'GLB1L2', 'PI4K2A', 'ARL10', 'ARMCX3', 'PRMT10', 'GMCL1', 'OMA1', 'RAB21', 'GOLPH3L']",P2RX1
ERI2,"['FLNC', 'DNAJC12']",ERI2
ASTL,"['TUBB1', 'VHL', 'JMJD8']",ASTL
PSME1,"['PSMB1', 'CYP1A1', 'PSMB2', 'GJB4', 'GPX7', 'DDX19B', 'RNF26', 'PSMB9', 'FBXO7', 'PSMB3', 'PSMB7', 'PSMB4', 'CTRL', 'PSMG2', 'CDK15', 'PSMA1']",PSME1
RAD51L1,"['ARL4C', 'ADAMTS4', 'DKKL1', 'XRCC2', 'MUC20']",RAD51L1
RPL36AL,"['RPS14', 'RPS7', 'RBM34', 'IKZF5', 'RPL10A', 'ZNF71', 'ZNF490', 'ZC3H3', 'RPL14', 'SET', 'E4F1', 'HIST1H1T', 'NAP1L1', 'RBM4', 'DHX8', 'RSBN1', 'ZBTB48', 'NPM1', 'RPL37A', 'CLEC3A', 'MRPL10', 'MRPS30', 'C22orf43', 'RPL7', 'PDGFB', 'CCDC59', 'HIST1H1A', 'ZNF22', 'BHLHA15', 'MDK', 'CDX1']",RPL36AL
GNAO1,"['HOXB5', 'GJB7', 'DGUOK', 'GNAI3', 'NUFIP1', 'CD69', 'KIFAP3', 'JSRP1', 'GNAI2', 'DUSP22', 'C14orf104', 'HAX1', 'ARMC1', 'GNG3', 'GNAI1']",GNAO1
FAM127B,['PEG10'],FAM127B
THUMPD2,"['CCDC99', 'LACRT']",THUMPD2
CDCA4,"['PPP2R1A', 'PPP2CA', 'NMNAT1', 'PPP2R2D', 'CPNE7', 'BDH2', 'PPP2R2C', 'PPP2R1B']",CDCA4
RAB9B,"['PHACTR4', 'TMEM206', 'RABGGTB', 'CHM', 'RABGGTA', 'ASPRV1', 'POF1B', 'HAL', 'CHML', 'CPA4']",RAB9B
FAM78B,"['VPS13C', 'MAD2L2', 'RPS27A', 'ANKRD13D', 'FRYL']",FAM78B
C1orf38,['EIF4E3'],C1orf38
PLAA,"['SIGLEC12', 'LYPD3', 'CD79B', 'SRPRB', 'CD70', 'LAMP1', 'C17orf60']",PLAA
STRADB,"['CCT3', 'CAB39', 'CCT2', 'NBEA', 'PIP4K2A', 'RPS6KA2', 'CCT6B', 'CCT7', 'STK11', 'RPS6KA3']",STRADB
CDC20B,"['HMOX1', 'MAN2C1', 'VCPIP1', 'UBA5', 'PLK1', 'BOLL']",CDC20B
SLC9A3R2,"['TUSC3', 'LGALS9', 'WASF3', 'C4orf43', 'MRAP2', 'GTF2E2']",SLC9A3R2
KLHL14,"['FLAD1', 'NUDCD3', 'KLHL26', 'KLHL28', 'KCTD21', 'ALG3', 'FBXL17']",KLHL14
USP14,"['AHNAK', 'AHNAK2', 'CNTN1']",USP14
RIPK4,"['HAVCR2', 'AVIL', 'CD79B', 'AGT', 'VWA5A', 'ENPP6', 'THBS3', 'BBS7', 'HIF1AN', 'SPATA5L1']",RIPK4
PGBD2,['PGBD1'],PGBD2
RBM10,['RBM17'],RBM10
TBC1D30,['SCOC'],TBC1D30
ARCN1,['COPG'],ARCN1
EHMT2,"['XAGE2', 'L3MBTL1', 'ZNF462', 'CTBP1', 'HDAC1', 'SUV39H1', 'ZNF223', 'ZNF211', 'XAGE3', 'SIRT6', 'HIST1H2BA', 'MIER2', 'SUV39H2', 'ZBTB46']",EHMT2
MCM8,"['DEF8', 'SKP2', 'AVIL', 'BPNT1', 'P4HA2', 'KBTBD5', 'TSPYL6', 'LRRC27', 'SNX21', 'VWA5A', 'MCM9', 'TUBB', 'KLK5', 'IQCF1', 'PSG8', 'F9', 'FAM167A', 'IL17RA']",MCM8
HEYL,"['FNTA', 'ARL10', 'PGGT1B']",HEYL
CAMK2D,"['DPH1', 'CAMK2A', 'ELP3', 'ECHS1', 'MAGEB4', 'C16orf42', 'CAMK2G', 'NEK1', 'ZBTB2', 'WDR76', 'C21orf2', 'KIAA1310', 'CXXC1', 'FTSJ2', 'TPRN', 'HCFC1', 'ALAS1', 'DIDO1', 'THUMPD3', 'RAGE', 'RBPJ', 'C6orf141', 'ZNF843', 'DTL', 'PUSL1', 'SETD1A', 'LIN54', 'MTG1', 'CAMK2B', 'BOD1L', 'RBM42', 'TIRAP', 'SENP5', 'MAP7', 'BAP1', 'NEDD1', 'DNAH14', 'OGT', 'UNG', 'TRMT61A', 'PIP5K1A', 'ZRANB3']",CAMK2D
CKAP2,"['APP', 'TRAK2', 'TMEM171']",CKAP2
HSP90AA1,"['CDK18', 'AKT3', 'CDKL2', 'CDK7', 'STK11', 'STIP1', 'CDK11A', 'BTK', 'STK35', 'CDK9', 'FYN', 'ANKMY2', 'PCBP1', 'PDIK1L', 'CDK3', 'CDKL4', 'AURKB', 'CLK3', 'CDK15', 'AURKC', 'CDK4', 'CDK13', 'EIF2C3', 'CCDC117', 'SMYD3', 'MYLK4', 'GBP2', 'FKBP4']",HSP90AA1
CAPZA1,"['SH3KBP1', 'CAPZA2', 'PLEKHO1', 'PLEKHO2', 'RCSD1']",CAPZA1
BUD13,"['MKI67IP', 'RPL18', 'RPS14', 'RPL37A', 'NOL12', 'GPKOW', 'ZNF2', 'HIST1H1T', 'WDR46', 'GPATCH4', 'ZNF512', 'RBM4', 'PDGFB', 'RPL14', 'CDX1']",BUD13
SNRNP48,"['ZMAT5', 'SNRPF', 'SNRPN', 'ZCRB1', 'SNRPG', 'SNRPE', 'ZRSR2', 'SNRNP35']",SNRNP48
CAPN1,"['ZIC1', 'LGALS3', 'NEFM', 'FNTB', 'FNTA', 'CD99L2', 'CAPNS2', 'VIM', 'KTN1', 'TRIP12', 'CAPN2', 'INA', 'CD109', 'RP9', 'KNG1', 'CAST', 'TBC1D22B', 'CAPNS1', 'NES', 'CAPN8']",CAPN1
CTSH,"['SLC25A41', 'ZIC1', 'SLCO6A1', 'TCTN3', 'CCDC103', 'NONO', 'SF3A1', 'CST1', 'MMRN1', 'HSPD1', 'AIRE', 'TBC1D22B', 'BPNT1', 'CTSL1', 'POC5']",CTSH
CD2BP2,"['SNRPB', 'SNRPD1', 'EFTUD2', 'ACAD11', 'SNRNP40', 'SNRPF', 'SNRPN', 'SNRPG', 'TRAF7', 'KLHL36', 'NAA30', 'PRPF6', 'TXNL4A', 'PRPF8', 'OBSL1', 'TSSC4', 'DDX23', 'SNRPE', 'SNRPD2', 'EAPP', 'DHX38', 'ZNHIT2', 'SNRNP200']",CD2BP2
TRIML2,"['STIP1', 'ZBTB33', 'SIKE1', 'LOH12CR1', 'SPEN', 'SNAPIN', 'DTNBP1', 'C19orf50', 'PML', 'BLOC1S2', 'SRGAP2', 'CCDC92', 'MTM1']",TRIML2
CDC16,"['TROAP', 'MKS1', 'DHX35', 'KRBA1', 'ZBTB5', 'ANAPC16', 'C14orf80', 'MED12', 'TRIM33', 'C15orf39', 'ALOX5', 'MAGIX', 'HOOK3', 'YDJC', 'EIF4E2', 'HOOK1', 'TRPS1', 'SAMD1', 'KIF2B', 'STIL', 'FAM83H', 'HAUS3', 'ANAPC1', 'ANKHD1-EIF4EBP3', 'PIK3C2A', 'CEP97', 'BUB1', 'HAUS8', 'ESPL1', 'IZUMO1', 'CDC23', 'RAVER1', 'HAUS5', 'EIF4ENIF1', 'GPR156', 'MGA', 'CDC27', 'TRIM37', 'IQCB1', 'RECQL4', 'ANAPC2', 'GTSE1', 'PHLDB3', 'RICTOR', 'IQGAP3', 'LONP2', 'MAP7D3', 'C3orf63', 'ALG13', 'ANAPC13', 'GATAD2B', 'HAUS7', 'ZNHIT6', 'CEP164', 'KIAA0586', 'ZNF281', 'TUBB8', 'USP54', 'MYO9A', 'PLCH1', 'DISC1', 'JMJD4', 'ALMS1', 'ZNF644', 'TTLL1', 'C16orf87', 'DUS3L', 'C17orf71', 'FZR1', 'ANO6', 'ZNF318', 'DDX11L8', 'BCOR', 'ERF', 'YY1AP1', 'SNX18', 'CDC26', 'HAUS6', 'NCOR1', 'CSRP2BP', 'RSBN1', 'ANAPC4', 'KIAA1731', 'ASPM', 'TRIM24', 'SMG7', 'CEP350', 'ZNF687', 'TTC8', 'CP110', 'ANAPC7', 'ANAPC5', 'SALL2', 'MYO5C', 'ZNF408', 'MLF1']",CDC16
KIF11,"['C17orf59', 'SPERT', 'C4orf6', 'TFDP3', 'CASP1', 'MLF1']",KIF11
MAEA,"['PRICKLE3', 'JPH4', 'PDGFD', 'PRG2', 'MRPL38', 'GDNF', 'MRPL4', 'BMP1', 'TIGD5', 'CCDC120', 'PIGT', 'PRG3', 'GLIPR1L2', 'TMEM70', 'INSL6', 'TDGF1', 'RMND5A']",MAEA
POM121C,['SLC39A12'],POM121C
CHD4,"['MBD3L1', 'HSFY1', 'IKZF1', 'ZNF524', 'CTBP1', 'HDAC1', 'SNRNP27', 'PHF20L1', 'ZNF581', 'RBBP7', 'ZNF219', 'CPNE5', 'GATAD2B', 'GATAD2A']",CHD4
FGA,"['SNX27', 'DDX19B', 'HIST1H2BJ', 'ALDH2', 'MAPK6', 'RING1']",FGA
BFSP1,"['C16orf45', 'BFSP2', 'MIS18A', 'NUP54']",BFSP1
IFNA7,['IFNA4'],IFNA7
METTL21D,"['UBXN6', 'VCP']",METTL21D
C21orf70,"['NEUROG3', 'BYSL', 'IL13RA2', 'C13orf16', 'ZPLD1', 'FGF3', 'FAM177A1', 'LAMP1']",C21orf70
USP28,"['COMTD1', 'ST6GAL1', 'SENP2', 'SPPL2B', 'MRPS7', 'USP25', 'KLHL2']",USP28
GTF3C6,"['BIN3', 'CD44']",GTF3C6
SIRPG,"['SIRPA', 'LTF']",SIRPG
CHCHD2,"['FOXD4', 'CHST8', 'BHLHA15']",CHCHD2
LOC100507680,"['HLA-B', 'ZACN', 'P2RX5', 'ERBB3', 'GABRA6', 'LRRC4C', 'NRN1', 'GLB1', 'IL20RB', 'PCDHB11', 'TDGF1', 'CD3E', 'HS2ST1', 'PRG2', 'ITM2B', 'ENTPD7', 'IL13RA2', 'HLA-E', 'GABRG2', 'OPCML', 'FCGRT', 'MME', 'DLK2', 'FUT3', 'GABRE', 'APOM', 'IL27RA', 'HLA-C', 'C7orf69', 'ADAM2', 'CD300E', 'SLC39A5', 'IL12RB2', 'SCARA3', 'TOR1A', 'TMEM30B', 'HLA-G', 'LILRB4', 'HLA-DQA1', 'SCNN1D']",LOC100507680
SULT1A1,"['STAP1', 'SULT1C2', 'FOXR1', 'SULT1A2', 'SULT4A1', 'SULT1A3']",SULT1A1
KIAA1467,"['SEC22B', 'STX12', 'XKRX', 'ARV1', 'TNPO2', 'TMX4', 'LEMD3', 'PDS5B', 'MCART1', 'HIP1R', 'FRMD5', 'ORC5', 'SCGB1D1', 'B4GALT1', 'ABCD4', 'FRMD3', 'LAPTM4A', 'C9orf5', 'CKAP5', 'TRIM13', 'SPAG5', 'UBE3C', 'PEX16', 'PEX11B', 'HBB', 'RRP1', 'ADPGK', 'TMEM214', 'HERC5', 'DHRS7', 'TBRG4', 'TNFSF9', 'B4GALT5', 'NRSN2', 'PTPN1', 'DEPDC1', 'CCNB2', 'CCDC99', 'SLC47A1']",KIAA1467
RNGTT,"['NUP50', 'EEF1D', 'POLR2I']",RNGTT
ASF1A,"['CDAN1', 'NASP', 'PAN2', 'MCM2', 'RBBP7', 'RBBP4', 'UBN2', 'PAN3', 'TONSL', 'CABIN1', 'HIST2H4A', 'PPTC7', 'MCM7', 'MCM6', 'UBN1', 'RIF1', 'C15orf41', 'HAT1', 'TLK1', 'MCM4', 'HIRA', 'IPO4', 'TLK2', 'HIST1H3A']",ASF1A
TRMT61B,"['MTIF2', 'TRAPPC2', 'DBT', 'ACAD9', 'C20orf7', 'C11orf73', 'LYRM7', 'CARS2', 'PPTC7', 'GLS', 'ALAS1', 'POLR1C', 'C17orf90', 'ATPAF2', 'PDK1', 'HNRNPK', 'ACSF3', 'MMAB', 'TRIM10', 'RHOD', 'PPIE']",TRMT61B
RPL13,"['NUFIP1', 'NSUN4', 'RBM34', 'MRPL28', 'CNBP', 'MRPL1', 'MRPL34', 'MRPL40', 'TEX10', 'C16orf88', 'RPL26L1', 'MRPL17', 'KIAA0020', 'MRPL55', 'MRPL47', 'TUBA8', 'MRPL27', 'MRPL48', 'MAGEB10', 'RRS1', 'RPL37A', 'MRPL38', 'RPL30', 'MECP2', 'MRPL13', 'GADD45GIP1', 'MRPL32', 'RPL18A', 'SART3', 'RANBP6', 'MRPL30', 'ZNF512', 'ZC3HAV1', 'IPO5']",RPL13
GSG1,"['ASAH1', 'IL1F7']",GSG1
FBXO31,['FAM98A'],FBXO31
LMAN2,"['SPPL2B', 'HEATR3', 'GPC3', 'CENPH', 'PLXNB2']",LMAN2
FUS,"['C12orf69', 'KCTD6', 'YEATS4', 'RPS27', 'PSRC1']",FUS
AKAP11,"['PRKACB', 'TRMT1', 'KLHL28', 'VAPA', 'RABGGTB', 'ETFB', 'VAPB', 'ERMAP', 'AP2M1', 'DCLRE1C', 'PRKAR2B', 'DNA2', 'CRAMP1L', 'TSPYL1', 'RPL28', 'PRKAR1A', 'VPS28', 'MLF1']",AKAP11
S100A16,"['TBC1D22B', 'ZIC1', 'UBAC2']",S100A16
FAM90A5,['FAM90A1'],FAM90A5
PDZD8,"['CDH5', 'FSHR', 'PCDHGA5', 'ENTPD4', 'GABRA6', 'TREML2', 'PCDHB11', 'IL17RC', 'BTN2A1', 'TMEM9B', 'KCNS3', 'KCNC4', 'CHRND', 'NMUR2', 'CNGA3', 'PCDHB16', 'ACCN4', 'LRRTM1', 'TMPRSS3', 'PCDHB7', 'SRPRB', 'ZNRF4', 'PCDHAC2', 'PCDHGB4', 'FAM189B', 'C21orf63']",PDZD8
RPS27A,"['ZNF764', 'ZCRB1', 'ZNF71', 'ZNF263', 'FAM78B', 'FARP2', 'RPSA', 'HNRNPA1', 'RPS2', 'E4F1', 'ZNF133', 'SYNCRIP', 'ZNF274', 'H2AFX', 'BHLHA15', 'CPNE4', 'MAK16', 'CCDC89', 'TLK2', 'UBAC1', 'THAP7', 'MDK', 'CPNE7', 'ZNF324B', 'ZNF408', 'CTSG']",RPS27A
ARHGAP11A,['VTN'],ARHGAP11A
TAGLN3,['TAGLN2'],TAGLN3
ZNF629,"['TIMM50', 'ZNF169', 'WDR46', 'GTF3C3', 'ZNF324B', 'RSBN1']",ZNF629
IL27RA,"['LRP11', 'TMEM48', 'RHBDD3', 'LOC100507680', 'PLXNB2', 'FGFR1', 'POTEE', 'GNB2', 'TMX4', 'COX1', 'B4GALT1', 'LENG8', 'PLD6', 'AP1G2', 'CELSR2', 'TMX1', 'TNFSF9', 'ULBP3', 'B4GALT5', 'SRPR', 'TMEM30B', 'DEPDC1', 'NRP1', 'CANX', 'FNDC3A', 'DNAJC18', 'GLMN']",IL27RA
STX7,"['SNAP23', 'GDPD5', 'NOP14', 'C1orf85', 'SNAP47', 'ADCY9', 'NAPA', 'STX12', 'NAPG', 'SLC31A1', 'STX16', 'SEC22B', 'ZKSCAN1', 'GORASP1', 'VAMP7', 'ENPP6', 'YKT6', 'STX5', 'VAMP2', 'NOC4L', 'LPAR1', 'VAMP4', 'SNAP29', 'STXBP5', 'GOSR2', 'VTI1B', 'USE1', 'STXBP6', 'C2orf60', 'STX4', 'VTI1A', 'VAMP3', 'STX6', 'STX3', 'TMEM200A', 'VAMP8', 'STX10', 'GOSR1', 'GOLGA2', 'ADPGK', 'GTF2E2', 'STX8', 'SEC13', 'ZNF101', 'STX18', 'PTTG1IP', 'CLDND1']",STX7
DNAJC10,"['NOTCH3', 'MTMR4', 'LAMB2', 'LOC100134230', 'SSFA2', 'PI4KB', 'N4BP2L2', 'FBLN5', 'PPARGC1B', 'AKAP9', 'GRN', 'LTBP3', 'WAPAL', 'MTMR3', 'LRP1B', 'C5orf44', 'LTBP4']",DNAJC10
ERMP1,"['CDH13', 'SLC39A5', 'HTR3A', 'UPK1A', 'GABRE', 'ALOX5', 'GPM6A', 'GPR52', 'GPR21', 'C4orf3', 'MPPE1', 'TNFRSF10A', 'ATP2B2', 'HTR3C', 'VIPR2', 'SCNN1D']",ERMP1
KIAA0146,['PLA2G10'],KIAA0146
SMARCC2,"['ACTL6A', 'BCL7B', 'BCL7A', 'SMARCD1', 'SMARCC1', 'DPF3', 'ARID1A', 'BCL7C', 'DPF1', 'SMARCD2', 'DPF2', 'ARID2', 'PHF10', 'BRD9', 'NUP50', 'ARID1B', 'SMARCE1', 'SS18L1', 'ACTL6B', 'PBRM1', 'BRD7', 'SMARCA4', 'SFPQ', 'TEX13A', 'SMARCD3', 'SMARCB1', 'UBE3A', 'SS18', 'SMARCA2', 'RELB']",SMARCC2
MTHFR,"['HSD3B2', 'KCNV2', 'SMPD2', 'RASSF1', 'SPATA19', 'ZNF556', 'PRPF31', 'NOX5', 'BCL2L11', 'GNAZ', 'GDF10', 'DCLRE1C', 'EPHA1', 'ZNF263', 'CDCA8', 'TIGD6', 'PCDHB16', 'TMEM223', 'GNAI1']",MTHFR
C3orf38,"['BAG4', 'DNAJB4']",C3orf38
DEPDC1,"['VSIG1', 'C1orf85', 'C19orf75', 'PDGFRB', 'IL27RA', 'KIAA1467', 'C9orf140', 'ICK', 'CD70', 'LRFN4']",DEPDC1
GMPR2,"['SNX17', 'GMPR']",GMPR2
DR1,"['TADA3', 'WDR5', 'MBIP']",DR1
WDR3,"['TMEM206', 'FGF8', 'ZNF512', 'RRP8', 'RBM4']",WDR3
ATRN,"['MGRN1', 'PTPRK', 'BTNL8']",ATRN
C20orf24,"['SLC22A9', 'SLCO1B1', 'TMEM51', 'PDCD1', 'SPINT2']",C20orf24
FAM108B1,"['SV2C', 'MAS1', 'MFSD4', 'TMPRSS11B', 'CD79B', 'C1orf85', 'OPRM1', 'SFTA2', 'DEFA1', 'TCTEX1D2', 'FAM174A', 'TOR1AIP2', 'SLC2A12', 'APLNR', 'A4GALT', 'TRIM16L', 'PRG3', 'GPR77']",FAM108B1
CYP4F2,['CYP4F12'],CYP4F2
BLZF1,"['GORASP2', 'CTNNA3', 'TNKS', 'BTN2A1', 'GORASP1', 'LTBR', 'TMED3', 'FLRT1']",BLZF1
