Genes,Interactors,Norm_Symbol
VSX1,"['USP12', 'HSPA8', 'HIST2H2AC', 'TUBA1A', 'CSNK2B', 'CSNK2A1', 'CSNK2A2']",VSX1
TFB2M,['CD70'],TFB2M
DBNL,"['ECI2', 'NEURL4', 'CMAS', 'GTF2E2', 'USP20', 'RBM23', 'FGD6', 'HERC2']",DBNL
ICOS,"['MFI2', 'ICOSLG']",ICOS
NRSN2,"['ZDHHC17', 'KIAA1467', 'MANSC1', 'FITM2', 'CD1B']",NRSN2
PCGF6,"['L3MBTL2', 'CBX4', 'HDAC1', 'CSNK2B', 'AUTS2', 'USP33', 'RYBP', 'BCORL1', 'CBX3', 'WBP2NL', 'CORO6', 'CBX8', 'CARD8', 'E2F6', 'CSNK2A1', 'TFDP1', 'MGA', 'CBX1', 'HDAC2', 'RNF2', 'YAF2', 'ZNF644', 'USP7', 'CBX7', 'FBRS', 'MIER2', 'CSNK2A2', 'TFDP2', 'PSME3', 'RING1', 'WDR5']",PCGF6
NXT2,"['PTAR1', 'INPP4A', 'PTPN11', 'NXF2', 'NXF1', 'RGS8']",NXT2
MYO5C,"['PPP6R2', 'CREB3', 'CDH5', 'GMNN', 'AVIL', 'PHF15', 'PEX19', 'P4HA2', 'TMOD4', 'CDC16', 'MOAP1', 'DQX1', 'DTNBP1', 'TULP2', 'TMOD1', 'CRYL1', 'SPDEF', 'SCP2', 'TMOD3', 'DKK3']",MYO5C
USP27X,"['SH3KBP1', 'ATXN7L3']",USP27X
CC2D1A,"['CRYAB', 'SLC1A1', 'TSPAN3', 'MRAP2']",CC2D1A
C20orf185,['PLUNC'],C20orf185
SBNO1,['WDYHV1'],SBNO1
AASDHPPT,"['USP22', 'POTEI', 'ANGPTL4', 'PPP1R3C']",AASDHPPT
POLM,"['CTU2', 'ACAD8']",POLM
NSMCE1,"['NSMCE2', 'FAM178A', 'PMF1', 'OBFC1', 'EID3', 'SMC6', 'NSMCE4A', 'ZNF597', 'C5orf25', 'SMC5', 'MAGEB10', 'NDNL2']",NSMCE1
COIL,"['SNRPN', 'PSME3']",COIL
MAMDC2,"['TK1', 'EIF4G1', 'CDAN1']",MAMDC2
C20orf43,"['TEX28', 'APBA3', 'TMEM184A', 'BBOX1']",C20orf43
SFXN3,"['NRG1', 'PDCD1', 'LAMP2', 'SCN3B', 'NUFIP1', 'C1orf85', 'CLEC4E', 'SLC15A1', 'TARBP2', 'TOMM22', 'SYP', 'TRIM16L', 'EDEM2']",SFXN3
NT5C3,"['GHITM', 'DPEP1', 'KCNA5', 'SLC39A12', 'SLC39A4', 'HTR2C', 'BZW2', 'TBC1D22B', 'RAB11B', 'CPVL', 'RTDR1']",NT5C3
GRHL2,['GRHL1'],GRHL2
FNBP1L,"['SNX24', 'HNRNPK', 'ARHGAP44']",FNBP1L
GLUL,"['ZFAND2B', 'DMXL2', 'C1orf94', 'ASPSCR1', 'NME7', 'TBC1D22B', 'TCHP']",GLUL
VPS39,"['EPN3', 'RPS6KC1', 'SPATA1', 'NPAT', 'ZNF263', 'VPS11', 'USP54']",VPS39
TACC1,"['C15orf23', 'BTRC', 'VAPA', 'VAPB', 'FBXW11', 'POC1B', 'STAT2', 'TACC2', 'STX5', 'DTNBP1', 'RPN2', 'RNF41']",TACC1
ZNF544,"['ZAK', 'CENPB', 'GNPAT']",ZNF544
FAM63B,"['ARL13B', 'SCCPDH', 'MBLAC2', 'PPM1B', 'KCNJ11', 'DNAJC1', 'SLC2A8', 'RETSAT', 'C3orf21', 'PRAF2', 'GNPAT', 'ARL8B', 'PTRH2', 'SLC27A2', 'USP22', 'CYP2J2']",FAM63B
NRP2,"['ST8SIA3', 'NXPH2', 'DEFA5', 'LYZL1', 'PCDHGB1', 'SIAE', 'FCGR3B', 'DEFA1', 'TAZ', 'ATP1B3', 'TSPAN11', 'NAAA', 'FAM5C', 'ST8SIA4']",NRP2
LAMTOR3,['C17orf59'],LAMTOR3
KDELR1,"['UCHL5', 'TRAFD1', 'RNF115', 'UBL7', 'PSMD4', 'NPLOC4', 'TAX1BP1', 'FAM63A', 'UBQLN1', 'VPS36', 'PSMD11', 'UBE3A', 'PSMD12', 'PSMD6', 'UBQLN4']",KDELR1
PIGK,"['PIGT', 'GPAA1', 'PIGU']",PIGK
ARFIP1,"['HSPA8', 'PICK1', 'CLPB', 'ARFIP2', 'HSPBP1']",ARFIP1
CTDSP2,"['INTS6', 'CTDSP1', 'TBC1D4', 'ATP2B3', 'MAP7', 'PRR14', 'CWC22', 'CDCA3', 'POM121', 'NEK4', 'MAP7D1', 'ENDOD1', 'UBTF', 'ZC3H3', 'NEK1', 'ANKRD13A', 'ZMYM6', 'ANKRD13D']",CTDSP2
RFX5,"['RFXANK', 'CSTF2T', 'ANKRA2', 'RFX7', 'RFXAP']",RFX5
ULK1,['CCDC53'],ULK1
LIG4,"['APLF', 'XRCC4']",LIG4
RPH3A,"['RAB8A', 'DOC2B', 'RAB8B', 'RAB27A', 'ALOX15B', 'UBE3A', 'MPP5', 'TP63']",RPH3A
RASAL2,"['SHC1', 'CSNK1A1']",RASAL2
ZBTB43,"['NAGK', 'ARSA', 'CCNL2', 'DCTN6']",ZBTB43
FOXD4L6,"['KIAA0232', 'DICER1', 'FBN2', 'HSPBAP1', 'PPP2R2D', 'TARBP2', 'ANKRD28', 'LRP1B', 'ZNF496', 'THNSL1', 'GGPS1', 'FOXD2', 'ZBTB9']",FOXD4L6
AP4E1,['SUV39H2'],AP4E1
C19orf44,"['BIRC2', 'TRIM11', 'GAPDHS']",C19orf44
NDUFA7,"['NDUFS6', 'NDUFA8', 'VAPB', 'ENPP6', 'NDUFS7', 'FUT1', 'DNAJC30', 'NDUFS3', 'NDUFB11', 'C7orf45', 'NDUFA13', 'TMX2']",NDUFA7
RNF220,"['UBE2E3', 'CLEC3A', 'WDR5B', 'ZC4H2']",RNF220
WIBG,"['CASC3', 'RPS16', 'MAD2L1BP', 'CDKN2C', 'FGB', 'MAD2L1', 'MAGOH', 'CDA', 'RBM8A', 'GTF2E2', 'DCAF5']",WIBG
C14orf79,['FAT3'],C14orf79
TTC5,"['TCP11L2', 'TUBA1A', 'NLGN2', 'TUBA4A', 'OFCC1', 'TUBB2B', 'LPPR2', 'TUBB', 'TUBB2A', 'TUBB3', 'TCP11L1', 'TUBA1C', 'C4orf37', 'CDIPT', 'TUBB8', 'TUBA3C', 'ZBTB9']",TTC5
TAB3,['EMILIN1'],TAB3
PRAMEF4,['PRAMEF5'],PRAMEF4
THNSL1,"['FAM19A3', 'SPATA24', 'TRMT2A', 'GPX7', 'FXYD1', 'TMEFF1', 'TULP3', 'SIX2', 'YBEY', 'ZNF414', 'UTP11L', 'ZNF263', 'TGIF2LY', 'CCDC74B', 'C20orf72', 'FOXD4L6']",THNSL1
C7orf59,"['DUSP22', 'BIRC5', 'C17orf59']",C7orf59
SCAND1,"['ZNF396', 'PGBD1', 'ZNF397', 'ZKSCAN4', 'ZNF232', 'ZSCAN5A', 'ZNF18', 'ZNF394', 'ZNF24', 'ZNF202', 'ZNF483', 'ZNF263', 'ZSCAN20', 'ZSCAN22', 'ZNF444', 'ZNF434']",SCAND1
ZNF414,"['NOP14', 'MTMR4', 'CASK', 'NPRL2', 'HSD17B8', 'NOC4L', 'DCAF16', 'KDM4A', 'ANKRD17', 'AHCYL2', 'KBTBD7', 'ANKRD52', 'ZRANB1', 'AGGF1', 'MAPK9', 'PNMA2', 'OSBPL6', 'PBK', 'C10orf137', 'DHPS', 'ANKRD50', 'ANGEL1', 'ERBB2IP', 'ATG3', 'PDDC1', 'SHCBP1', 'THNSL1', 'AHCYL1', 'KDM4B', 'PPP2R2D', 'PPP2R3B', 'IPO5', 'ANKHD1-EIF4EBP3']",ZNF414
ERCC4,"['PLK1', 'C10orf55', 'GYPB', 'ERCC1', 'NFKBID', 'XPA', 'ZFC3H1', 'MUS81']",ERCC4
CAPN13,"['SAFB2', 'TJP2', 'SF1', 'PPP1R10', 'SFSWAP', 'PRRC2A', 'SAFB', 'DIDO1', 'ZC3H4', 'EWSR1', 'ATMIN', 'EIF4E2']",CAPN13
TSSC4,"['CDH5', 'CRNKL1', 'EFTUD2', 'DHX35', 'XAB2', 'AQR', 'SNRNP40', 'AP2M1', 'TFIP11', 'CDC5L', 'WDR83', 'IDE', 'SNRPF', 'SNRPN', 'BUD31', 'SNW1', 'SNRPG', 'GPR156', 'GPATCH1', 'SYF2', 'TULP2', 'CWF19L1', 'C20orf4', 'GCFC1', 'PRPF6', 'PPP4R2', 'ISY1', 'SMEK1', 'CWF19L2', 'TXNL4A', 'PRPF8', 'RSRC1', 'CCDC12', 'IK', 'CD2BP2', 'CDC40', 'GPBP1L1', 'ECD', 'SNRPE', 'TPM1', 'EAPP', 'SNRPD2', 'LZTS2', 'ZNHIT2', 'PPIE', 'SNRNP200', 'RBM22']",TSSC4
SNX15,"['NT5C2', 'HOXC10']",SNX15
ZER1,"['MRM1', 'SPINK7', 'LGALS9', 'FAM19A1', 'LYG2', 'GOLGA4', 'GAST', 'C6orf127', 'WFDC9', 'AGA', 'RTBDN', 'CUTA', 'FAM19A4']",ZER1
RBM12,"['CYP1A1', 'CIR1', 'FGB', 'CNTF', 'CCDC83', 'C7orf52', 'MRPS11', 'C4orf43', 'SNRNP27', 'KLHL20', 'USP47', 'WRAP73', 'GTF2E2', 'GAS2L1', 'GSTO2']",RBM12
DNAJB2,"['CYHR1', 'DNAJB6', 'UBB', 'DNAJB8', 'C13orf31', 'FAM83H', 'CTSA', 'RNF19B', 'TRAF2', 'TRO', 'BIRC2', 'NSMCE4A', 'GLB1', 'RFWD3', 'RLIM']",DNAJB2
SCAF1,"['MKI67IP', 'U2AF2', 'PNN', 'POLR2G', 'SNRNP70', 'ZBTB48', 'HIST1H1T', 'JMJD6', 'RBM4', 'RRP8', 'C11orf57', 'RPL14']",SCAF1
MLLT3,"['EPB41L5', 'EXOSC3', 'ELL3', 'C20orf114', 'DENND2D', 'CAMKV', 'EPB41L2', 'PES1', 'CDK9', 'MDK', 'SNX24', 'EDA', 'FAM9A', 'EAF1', 'MLLT6', 'PIP4K2A', 'ARRB2']",MLLT3
CAPN8,"['RPS3', 'CAPN1', 'FNTB', 'CAST']",CAPN8
FASTKD5,['NPY2R'],FASTKD5
THAP9,['KCTD17'],THAP9
AASDH,"['GORASP1', 'TKT', 'RNF113A']",AASDH
ZMYND19,"['CDK5RAP1', 'GABRA6', 'KRBA1', 'NFATC1', 'TDGF1', 'NEU4', 'PRG2', 'CCDC120', 'IKZF1', 'MRPL4', 'MRPS30', 'PRG3', 'INSL6', 'SUCLA2', 'NDUFS6', 'KIAA1984', 'TLE4', 'BMP1', 'TIGD5', 'PIGT', 'GLIPR1L2', 'TMEM70', 'RMND5A']",ZMYND19
PRPS1,"['EML4', 'PRPSAP1', 'UBB', 'NFRKB', 'CXXC1', 'GTF2F1', 'HSP90AB4P', 'PRPS2', 'ELP3', 'BRMS1', 'RPS4Y1', 'NDUFB9', 'PLS1', 'PRPS1L1', 'ELF2', 'NMT2', 'PRPSAP2', 'CDK5RAP2']",PRPS1
GUF1,"['TMCO3', 'LAMP2', 'TSPYL6', 'IL13RA2', 'MRPS7', 'FAM174A', 'TNF', 'GPR77']",GUF1
SEC22B,"['SNAP47', 'NAPA', 'STX12', 'NAPG', 'BET1', 'KIAA1467', 'STX5', 'SCFD2', 'GOSR2', 'VTI1B', 'C19orf25', 'USE1', 'STX6', 'SCFD1', 'STX7', 'BNIP1', 'STX10', 'GOSR1', 'SLC39A3', 'UGT8', 'STX8', 'STX18', 'NBAS', 'ZW10', 'KIAA1033', 'RINT1']",SEC22B
ADAP2,"['MICA', 'KCTD10']",ADAP2
MRPL33,"['MRPL12', 'MRPL47', 'MRPL10', 'MRPL4', 'MRPS30', 'MRPL42', 'MRPL50']",MRPL33
SLC9A1,"['LPAR1', 'FNDC5', 'SLCO6A1', 'TCTN2', 'FAM189A2', 'LYPD3', 'CCDC107', 'SLC20A1', 'PTGIR', 'FUT1', 'PTGER3', 'AOC3', 'IPPK', 'SEMA7A', 'GALNT6', 'GALNT7']",SLC9A1
SLC6A15,"['TLCD1', 'SFXN5', 'PIGU', 'ACSL4', 'SPPL3', 'ALG8', 'TMTC4', 'AGPAT3', 'PTRH2', 'KLHL36', 'PXMP2', 'GPR89A', 'EBP', 'TEX2', 'VAPB', 'GOLGA5', 'ARL6IP5', 'TMPPE', 'PTPLB', 'ATP8B2', 'AGPAT9', 'CAV1', 'AGPAT2', 'C13orf16']",SLC6A15
SMO,['FAM189B'],SMO
WDR1,"['ATRX', 'POTEE']",WDR1
AZGP1,"['ZIC1', 'GK', 'TBC1D22B', 'ATP2B2', 'DDX31', 'EFEMP1', 'C16orf70']",AZGP1
ADRBK1,"['TBC1D14', 'PPP1R16B', 'ADRBK2']",ADRBK1
HSD17B8,"['FAM19A3', 'MTIF2', 'HNRNPF', 'ANGPTL7', 'MOCOS', 'SUSD4', 'SEPT3', 'CBR4', 'ZNF414', 'C17orf90']",HSD17B8
HIF1AN,"['PIP4K2C', 'ANK2', 'NOTCH3', 'ANK3', 'FBF1', 'TNKS', 'GMDS', 'RNASEL', 'TBK1', 'APBA3', 'NFKB2', 'PIP4K2B', 'ASB10', 'ANKRD55', 'OSBPL1A', 'TXLNG', 'ASB9', 'ANKRD52', 'REL', 'ASB3', 'EIF4ENIF1', 'OSBPL3', 'FYCO1', 'MLLT4', 'RPRD2', 'ANKRD49', 'RIPK4', 'C2orf44', 'TXLNA', 'OTUB1', 'USP24', 'KIAA1804', 'ANKFY1', 'ASB4', 'HECTD1', 'ZFP36L2', 'ANKRD27', 'OTUD7B', 'CASKIN1', 'ANKS1A', 'ASB6', 'NFKBIA', 'TNKS2', 'ANKRD44', 'NFKBIB', 'ASB7', 'CCDC94', 'ASB16', 'ASB8', 'UBE3A', 'ANKDD1A']",HIF1AN
ARHGAP42,"['ARHGAP26', 'DEF6', 'DENND2C']",ARHGAP42
CEP250,"['C17orf59', 'CCDC101', 'COG3', 'C20orf20', 'NUP54', 'RALBP1', 'LZTFL1', 'CEP170', 'SYNC', 'FAM167A']",CEP250
BCL2L12,"['PPP1R9A', 'BAX', 'AMY2A']",BCL2L12
C12orf4,"['TCP10L', 'IL6R']",C12orf4
ERCC5,"['CCNH', 'ERCC3']",ERCC5
TRAF3IP1,"['IFT57', 'GTF3C2', 'TTC30B', 'TTC30A']",TRAF3IP1
FAM82B,"['CHIT1', 'CYP2E1']",FAM82B
EIF2S2,"['EIF2S1', 'PRMT7', 'CDC123', 'EIF2S3']",EIF2S2
TRIM65,"['ALOX5', 'P4HA2', 'SNX21', 'CCNJL', 'PDDC1', 'CRYL1', 'DOCK5']",TRIM65
CNNM4,"['PTP4A2', 'LRRC39', 'MBLAC2', 'ARL15']",CNNM4
EXOC5,"['EXOC6', 'STX11', 'DSN1', 'OPRM1', 'EXOC8', 'NPY2R', 'EXOC3', 'IL1R2', 'EPHA1', 'EDNRB', 'COG6', 'PNKD', 'ERP29', 'CA14', 'SETDB1', 'DTNBP1', 'SCN2B', 'EXOC1']",EXOC5
CKAP5,"['TMEM206', 'POTEB', 'HSPA8', 'ALOX5', 'KBTBD5', 'SNRNP27', 'SDC2', 'KIAA1467', 'SLAIN2', 'EPHA1', 'HSPA9', 'CCDC41', 'SPINT2']",CKAP5
MAPK8,"['MAPK9', 'ATE1', 'KCNAB3', 'MAPK8IP1', 'WDR62', 'LAMP3', 'DUSP8']",MAPK8
FKBP9,"['PTPRS', 'COL4A2', 'RPL23', 'PRCC', 'FN1', 'DAG1', 'COL2A1', 'TCF3', 'ADAMTS12', 'CBY1', 'TCF20', 'COL4A6', 'CHTF8', 'RAVER1']",FKBP9
IFNA17,"['C16orf54', 'LHFPL4', 'C10orf107', 'ZNF586', 'IFNA5', 'IFNA1']",IFNA17
FOXD2,"['FOXD4', 'FOXD4L6', 'CGRRF1']",FOXD2
ZEB2,['CTBP1'],ZEB2
AGXT2L2,['ZNF684'],AGXT2L2
TCP11L2,"['TUBA1B', 'TUBA1A', 'TUBA4A', 'ACTA2', 'TUBA3E', 'TTC5', 'TUBA1C', 'TUBA3C']",TCP11L2
TMEM102,"['ZC3H3', 'TRAF2', 'RAB3IL1', 'GDF5', 'PCMT1']",TMEM102
GUCY1A3,"['GUCY1B3', 'ANKMY2']",GUCY1A3
LYSMD1,['TULP3'],LYSMD1
TTLL4,"['AGTPBP1', 'VTN', 'MAPK8IP1', 'LZTS2']",TTLL4
FMO5,"['SRC', 'HERC1', 'MGEA5', 'C8orf47', 'TUBB8']",FMO5
ZNF354C,"['ZNF888', 'LRP4', 'S100A7', 'IGHG2', 'USP34', 'CBX5', 'SIRT1', 'SERPINB4', 'CENPB', 'SORL1', 'TRIM28', 'IGHG1', 'ASS1', 'CALML3', 'IPO8', 'TRIM39']",ZNF354C
URB1,"['RPL18', 'NPM1', 'FGF8', 'RBM34', 'MECP2', 'PLEKHO1', 'ZNF512', 'NOL8', 'RBM4', 'RRP8', 'FGF3', 'CCDC59', 'H2AFY2', 'RPL18A']",URB1
BCL2L15,"['MANF', 'BAX']",BCL2L15
LILRA1,['LILRA3'],LILRA1
EFNB1,"['SLC39A5', 'TMEM213', 'C16orf54', 'PICK1', 'CDHR5', 'TNFSF8', 'PVR', 'SLC39A4', 'ZDHHC11', 'HLA-DPA1', 'ERGIC1', 'ATP1B3', 'HLA-DQA1', 'EFNB2', 'PCDH12', 'RGS3', 'CEACAM21', 'WDFY2', 'TSPAN5']",EFNB1
ASRGL1,"['NMI', 'MDM4']",ASRGL1
HSD17B11,"['PEX19', 'IL13RA2']",HSD17B11
TLN2,"['KANK4', 'C13orf15']",TLN2
TTC23L,"['EFCAB7', 'VASP', 'IQCE']",TTC23L
ACMSD,['CDK20'],ACMSD
RICTOR,"['AVIL', 'PROZ', 'TSPYL1', 'MLST8', 'SDF4', 'ASB3', 'NCAPH2', 'CRYBA4', 'IL13RA2', 'ANTXR1', 'C6orf141', 'TKTL1', 'SKP2', 'AARSD1', 'NXF2', 'IL17RA', 'TUBGCP5', 'P4HA2', 'MAPK14', 'CDC16', 'RAPGEF5', 'TSHB']",RICTOR
DDX51,"['NEUROG3', 'RPL18', 'NPM1', 'FGF8', 'RBM34', 'MECP2', 'PLEKHO1', 'CASQ2', 'GTF3C2', 'ZNF512', 'NOL8', 'RBM4', 'RRP8', 'FGF3', 'RSBN1', 'CCDC59', 'H2AFY2', 'RPL18A']",DDX51
C16orf59,"['TUBE1', 'C14orf80', 'FGL1']",C16orf59
PDRG1,"['PFDN4', 'VBP1', 'PIH1D1', 'RUVBL1', 'UXT', 'FBXW4', 'ASB7', 'PPP1CC', 'PPP1CA', 'PFDN2']",PDRG1
APOBEC3B,['ELAVL2'],APOBEC3B
CHRM3,"['ATP1A4', 'DYM', 'LTN1', 'PBXIP1', 'PLD2', 'FASTKD1', 'TELO2', 'CCRN4L', 'C1orf112', 'IPO9', 'DCP2', 'FARP2', 'GPN3', 'TUBA3C', 'FLT4', 'FTSJ1', 'GBF1', 'HOOK2', 'TTI1', 'NARS2', 'JPH1', 'USP46', 'PI4KA', 'ARL10', 'TUBB8', 'PTRH2', 'YIPF4', 'ATL2', 'IPO7', 'SLC4A7', 'STARD3', 'DNAJA3', 'CAND2', 'PIK3CB', 'PPP6R1', 'IPO13', 'EXOC2', 'HEATR3', 'STX18', 'GTPBP2', 'TUBA4A', 'C10orf35', 'CAV1', 'PIGX', 'LRP10', 'TUBB3']",CHRM3
RPS6KA5,"['MAPK14', 'HSP90AA4P']",RPS6KA5
TRDN,"['ZFPL1', 'MPV17L2', 'STX12', 'BET1', 'TMEM205', 'LMAN2L', 'TMEM85', 'NAT14', 'JPH1', 'COX4NB', 'TMEM9B', 'MANEA', 'GOSR2', 'EXOG', 'VTI1B', 'PXMP2', 'PCYOX1', 'GP1BB', 'C19orf63', 'PDIA5', 'TMEM111', 'GOLIM4', 'TMEM192', 'UGT8', 'C15orf24', 'STX8', 'ABCC5', 'TMEM223', 'TTC35', 'LRP10', 'ABCB10']",TRDN
IMPA2,"['ZIC1', 'HSF2', 'RBFOX1', 'A4GNT', 'SPACA1', 'NPPA']",IMPA2
CSDA,"['SART3', 'BHLHA15', 'RRS1', 'E4F1', 'RPL6', 'PPAN', 'ZC3HAV1', 'H2AFX']",CSDA
C19orf29,"['JPH4', 'CLEC3A', 'CXorf56', 'JMJD6', 'CHCHD10', 'LLGL2', 'DHX8', 'C11orf57']",C19orf29
ZNF775,['CACNG5'],ZNF775
SLC26A6,"['PPP6R2', 'NT5E', 'FAF2', 'VAC14', 'TMCO3', 'P2RX2', 'TNFSF8', 'ENPP6', 'PMEL', 'LGALS9C', 'SLC15A1', 'IRGC', 'LRP1', 'PDCD1', 'CD79A', 'ATP2B2']",SLC26A6
PPP1R12C,"['COL9A1', 'JPH4']",PPP1R12C
KDM5C,"['SSH3', 'DEF8', 'SCML4', 'SKP2', 'LHX6', 'HLA-F', 'SPATA1', 'IER2', 'ARHGAP25', 'TKT', 'KIAA1683', 'TRIM35', 'OLFM2']",KDM5C
ROPN1B,['ROPN1'],ROPN1B
MCCC2,"['RECK', 'ECH1']",MCCC2
TRAF3IP3,"['GGPS1', 'RGPD8', 'STRN4', 'RGPD5', 'SIKE1', 'MOBKL3', 'STRN', 'RANBP2', 'FAM40B', 'PPP2CA', 'PDCD10', 'MST4', 'STRN3', 'PPP2R1B', 'FGFR1OP2', 'FAM40A']",TRAF3IP3
HDLBP,"['CYP1A1', 'CCDC102B', 'FAM46A', 'HDHD2', 'HSPA8', 'FGB', 'TMEM171', 'WDR59', 'SNRNP27', 'IL20RA', 'USP47', 'GTF2E2', 'SERPINB2', 'SYNCRIP']",HDLBP
KCTD18,['LRP1'],KCTD18
RHPN2,"['BCL2L11', 'C9orf156']",RHPN2
SYNCRIP,"['ZC3H8', 'YTHDF1', 'DDX27', 'ZNF169', 'FAM120A', 'HNRNPR', 'C16orf88', 'GAR1', 'DDX54', 'RPL26L1', 'APOBEC3D', 'DDX21', 'HDLBP', 'RPS27A', 'ELAVL2', 'DUSP11', 'ANGEL2', 'SNRNP70', 'NKAP', 'UTP3', 'ZRANB2', 'CCDC59', 'CCDC137', 'RBMXL1', 'QKI', 'ELAVL4', 'SFPQ', 'PRMT8']",SYNCRIP
PNMT,['ESR1'],PNMT
MADD,"['SYT12', 'PRMT6', 'NXPH2', 'ALOX5', 'TSPYL6', 'SNX21', 'SYT6', 'BBS7', 'DOCK5', 'SYT3']",MADD
GTF2H4,"['GTF2H5', 'ERCC3', 'GTF2H3', 'GTF2H2D']",GTF2H4
ORAI1,['LPAR6'],ORAI1
IFT81,"['ARL13B', 'NDC80', 'TTC30A', 'FGF8', 'JPH4', 'CCDC151', 'IFT57', 'PRAME', 'TTC30B', 'IFT74', 'LTBR', 'IFT46', 'PCM1', 'KIAA1712', 'CORO6', 'SERPINB2', 'RHPN1', 'SPATA5L1']",IFT81
TRAPPC6B,"['CCDC102B', 'TRAPPC5', 'BCL2L14', 'STMN4', 'TRAPPC2', 'GLB1', 'TRAPPC1', 'TTC15', 'KCTD3', 'TBC1D14']",TRAPPC6B
RUVBL2,"['UCHL5', 'EP400', 'BRD8', 'KCTD15', 'ACTR6', 'RUVBL1', 'FOXR2', 'YY1', 'MCRS1', 'ACTR8', 'DMAP1', 'SRCAP', 'NFRKB', 'INO80B', 'ZNHIT1', 'C2orf44', 'KAT5', 'INO80E', 'TFPT', 'EPC2', 'PIH1D1', 'ING3', 'DKC1', 'UXT', 'MORF4L1', 'MYCL1', 'ACTL6B', 'INO80', 'INO80C', 'MEAF6', 'RDM1', 'INO80D', 'POLR3A', 'TRRAP', 'MBTD1', 'C20orf20', 'DPCD', 'ACTR5', 'C19orf2', 'CRTAC1', 'YEATS4', 'ZNHIT2', 'HIST1H2BA', 'CAMKK1', 'VPS72', 'EPC1']",RUVBL2
ITFG1,"['CDH5', 'TMEM30B', 'PCDHGB1', 'HLA-DPA1', 'CEACAM21', 'CD1B']",ITFG1
CDK5R1,"['HMGCS1', 'MMAB', 'DENR', 'UBE2T', 'UBXN1', 'CDK2', 'CDK5', 'FAM125A', 'RSPRY1', 'PROSC', 'TPM2']",CDK5R1
HERC5,"['RPL18', 'RPS2', 'DGCR8', 'NOP16', 'ZNF2', 'KIAA1467', 'NXF2', 'RRP8', 'GPATCH4', 'CCDC59', 'RPL14']",HERC5
PLXNA1,"['MGAT4C', 'OS9', 'LGALS9', 'SCGB1D1', 'DEFA1', 'TMEM25', 'DEFA5', 'FAM19A4', 'ST8SIA4']",PLXNA1
C14orf148,['MPZL1'],C14orf148
LRRTM1,"['CNPY3', 'TMEM48', 'LRFN3', 'UPK3BL', 'TYW1', 'CCRN4L', 'STIM1', 'UBE4A', 'ATP13A1', 'SMPD2', 'NUS1', 'CISD2', 'MOSC1', 'SPTLC2', 'CLSTN1', 'PDZD8', 'RETSAT', 'TUBB8', 'PIGA', 'OSBP', 'TSPAN6', 'PCNXL3', 'PDE3B', 'TTC17', 'ATP2A3', 'AMIGO1', 'SUN1', 'NSUN3', 'FRAS1', 'TMEM223', 'TMEM131', 'KIAA0317', 'RAB12', 'KIAA0319L', 'TMEM39A', 'PNPLA6', 'LRP11', 'C1orf43']",LRRTM1
TFG,"['HNRNPCL1', 'SEC31A', 'S100A3', 'DSG4', 'HIST1H2AG', 'RCAN2', 'LRRC15', 'CRYAB', 'IGHG1', 'HEPHL1', 'SEC13', 'SPINK5', 'VSIG8', 'SELENBP1', 'DUSP14']",TFG
SMAD9,"['SMAD3', 'VSIG8', 'PSG9', 'LEMD3', 'DSG4']",SMAD9
TFDP2,"['E2F2', 'COMMD8', 'L3MBTL2', 'E2F1', 'RB1', 'E2F6', 'PCGF6', 'E2F5', 'E2F3', 'RYBP', 'E2F4']",TFDP2
SRSF9,"['C11orf57', 'SNIP1']",SRSF9
ZNF318,"['C6orf141', 'CCBL1', 'AP1G2', 'BAG4', 'CELA1', 'ASB3', 'NCAPH2', 'CDC16', 'APOBEC3D', 'P4HA3', 'CPNE2', 'FAM160B2', 'SIRT6', 'CORO6', 'PRPF39', 'IL17RA']",ZNF318
FTH1,"['IGKC', 'CST1', 'IL1RN', 'SERPINA12', 'ACPP', 'TGM3', 'TGM5', 'NCCRP1', 'CALML3', 'SDR16C5', 'POF1B', 'HAL', 'IL1F7', 'SEMG2', 'ALOX12B', 'CALML5', 'KLK11', 'RBP4', 'CAPNS2', 'SERPINB7', 'SERPINB4', 'LUC7L2', 'CST4', 'A2ML1', 'CPA4', 'TREX2', 'CST6', 'SEMG1', 'PLBD1', 'ASAH1', 'FTL', 'KLK5', 'GM2A', 'NCOA4', 'TGM1', 'KLK10', 'CTSL2', 'CPM', 'KLK7', 'ECM1', 'ME1', 'CRNN', 'CASP14', 'PPL', 'IVL', 'FLG', 'SERPINB3']",FTH1
RABEP2,"['CPNE4', 'KLC1', 'ASB7', 'IFT57', 'CPNE2', 'CPNE5', 'RABGEF1', 'FAM167A', 'EXOC1']",RABEP2
FBP1,"['MGC39584', 'SAMD7', 'GIMAP2', 'TIGD7', 'SLAMF8', 'ST6GALNAC5', 'CCDC68', 'CROT', 'FBP2']",FBP1
RAI1,['NAGK'],RAI1
CSH1,"['GH1', 'ISCA1', 'CSH2']",CSH1
POP5,"['RPP30', 'RPP25', 'C18orf21', 'POP4', 'RPP21', 'PDCD1']",POP5
AGPAT4,"['CYB5A', 'SLC7A1', 'C3AR1', 'VIPR1', 'VIPR2']",AGPAT4
FAM36A,"['ECM1', 'UQCC', 'C16orf91', 'C6orf125']",FAM36A
MORC2,"['DHX8', 'MORC1']",MORC2
MYOG,"['TCF4', 'TCF3', 'TCF12', 'ID4', 'NES']",MYOG
